File,System / File Purpose,Format,Table/Schema,Column #,Column,Type,Length,Rows/Records,Example Values,Plain English Meaning,Server Link / Use Hint,Confidence,Notes
World/ChrCommon.txt,Chr Common data/configuration,TXT,Common,1,key,index,,,,Coordinate/position value used by this Chr Common data/configuration table.,Use when implementing/loading Chr Common data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/ChrCommon.txt,Chr Common data/configuration,TXT,Common,2,argument,dwrd,,,,argument value for Chr Common data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Chr Common data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/DamageByAngle.txt,Damage By Angle data/configuration,TXT,DamageByAngle_Chr,1,DamagedAngle,WORD,,,,Damaged Angle value for Damage By Angle data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Damage By Angle data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/DamageByAngle.txt,Damage By Angle data/configuration,TXT,DamageByAngle_Chr,2,DamageRate,WORD,,,,"Chance/rate/multiplier used by this Damage By Angle data/configuration table. The exact scale may be percent, per-10k, or table-specific until runtime confirms it.",Use as a tunable gameplay/config value for Damage By Angle data/configuration; preserve type and verify scale during runtime tests.,High,#columnname
World/DamageByAngle.txt,Damage By Angle data/configuration,TXT,DamageByAngle_Chr,3,CheckSum,WORD,,,,Check Sum value for Damage By Angle data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Damage By Angle data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/DamageBySoul.txt,Damage By Soul data/configuration,TXT,DamageBySoul,1,DemandSoul,WORD,,,,Demand Soul value for Damage By Soul data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Damage By Soul data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/DamageBySoul.txt,Damage By Soul data/configuration,TXT,DamageBySoul,2,Soul00,WORD,,,,Soul 00 value for Damage By Soul data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Damage By Soul data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/DamageBySoul.txt,Damage By Soul data/configuration,TXT,DamageBySoul,3,Soul01,WORD,,,,Soul 01 value for Damage By Soul data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Damage By Soul data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/DamageBySoul.txt,Damage By Soul data/configuration,TXT,DamageBySoul,4,Soul02,WORD,,,,Soul 02 value for Damage By Soul data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Damage By Soul data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/DamageBySoul.txt,Damage By Soul data/configuration,TXT,DamageBySoul,5,Soul03,WORD,,,,Soul 03 value for Damage By Soul data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Damage By Soul data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/DamageBySoul.txt,Damage By Soul data/configuration,TXT,DamageBySoul,6,Soul04,WORD,,,,Soul 04 value for Damage By Soul data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Damage By Soul data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/DamageBySoul.txt,Damage By Soul data/configuration,TXT,DamageBySoul,7,Soul05,WORD,,,,Soul 05 value for Damage By Soul data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Damage By Soul data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/DamageBySoul.txt,Damage By Soul data/configuration,TXT,DamageBySoul,8,Soul06,WORD,,,,Soul 06 value for Damage By Soul data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Damage By Soul data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/DamageBySoul.txt,Damage By Soul data/configuration,TXT,DamageBySoul,9,Soul07,WORD,,,,Soul 07 value for Damage By Soul data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Damage By Soul data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/ExpRecalculation.txt,experience Recalculation data/configuration,TXT,ByPartyMem,1,PartyMember,BYTE,,,,Party Member value for experience Recalculation data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading experience Recalculation data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/ExpRecalculation.txt,experience Recalculation data/configuration,TXT,ByPartyMem,2,Bonus,WORD,,,,Bonus value for experience Recalculation data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading experience Recalculation data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",1,MapIDClient,String[13],,,,Map/zone reference or routing value used by this Field data/configuration table.,"Use as a lookup/link field when wiring Field data/configuration into server tables/services. Links to map/zone tables such as MapInfo, MapLinkPoint, or MapWayPoint.",High,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",2,SubFrom,String[4],,,,Text/key/resource string used by this Field data/configuration table.,Use when implementing/loading Field data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",3,SubTo,String[4],,,,Text/key/resource string used by this Field data/configuration table.,Use when implementing/loading Field data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",4,Serial,BYTE,,,,Serial value for Field data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Field data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",5,MapName,String[32],,,,"Name/label used by this Field data/configuration table. It may be display text, a resource key, or an internal label depending on the file.","Use as a lookup/link field when wiring Field data/configuration into server tables/services. Links to map/zone tables such as MapInfo, MapLinkPoint, or MapWayPoint.",High,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",6,KQ,byte,,,,Kingdom Quest value for Field data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Field data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",7,xsize,dwrd,,,,xsize value for Field data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Field data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",8,ysize,dwrd,,,,ysize value for Field data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Field data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",9,immortalsec,word,,,,"Time, duration, delay, cooldown, or reset value used by this Field data/configuration table.",Use as a tunable gameplay/config value for Field data/configuration; preserve type and verify scale during runtime tests.,Medium,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",10,ScriptName,String[32],,,,"Name/label used by this Field data/configuration table. It may be display text, a resource key, or an internal label depending on the file.",Use when implementing/loading Field data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",11,ItemDropByKilled,Byte,,,,Item reference or item-related value used by this Field data/configuration table.,Use as a lookup/link field when wiring Field data/configuration into server tables/services. Links to item tables such as ItemInfo / ItemInfoServer. Links to drop/loot tables or drop group rows.,High,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",12,Pker,Byte,,,,Pker value for Field data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Field data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",13,EnemyGuild,Byte,,,,Enemy Guild value for Field data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Field data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",14,Party,Byte,,,,Coordinate/position value used by this Field data/configuration table.,Use when implementing/loading Field data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",15,Monster,Byte,,,,Monster value for Field data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Field data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",16,Summoned,Byte,,,,Summoned value for Field data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Field data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",17,IsPKKQ,Byte,,,,On/off flag or behavior switch for this Field data/configuration table.,Use when implementing/loading Field data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",18,IsFreePK,Byte,,,,On/off flag or behavior switch for this Field data/configuration table.,Use when implementing/loading Field data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",19,IsPartyBattle,Byte,,,,On/off flag or behavior switch for this Field data/configuration table.,Use when implementing/loading Field data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",20,NameHide,BYTE,,,,Name Hide value for Field data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use as a lookup/link field when wiring Field data/configuration into server tables/services.,Medium,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",21,LinkIN,BYTE,,,,Link IN value for Field data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Field data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",22,LinkOut,BYTE,,,,Link Out value for Field data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Field data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",23,SystemMap,BYTE,,,,Map/zone reference or routing value used by this Field data/configuration table.,"Use as a lookup/link field when wiring Field data/configuration into server tables/services. Links to map/zone tables such as MapInfo, MapLinkPoint, or MapWayPoint.",High,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",24,RegenCity,String[12],,,,Coordinate/position value used by this Field data/configuration table.,Use when implementing/loading Field data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",25,RegenXA,DWRD,,,,respawn XA value for Field data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Field data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",26,RegenYA,DWRD,,,,respawn YA value for Field data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Field data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",27,RegenXB,DWRD,,,,respawn XB value for Field data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Field data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",28,RegenYB,DWRD,,,,respawn YB value for Field data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Field data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",29,RegenXC,DWRD,,,,respawn XC value for Field data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Field data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",30,RegenYC,DWRD,,,,respawn YC value for Field data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Field data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",31,RegenXD,DWRD,,,,respawn XD value for Field data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Field data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",32,RegenYD,DWRD,,,,respawn YD value for Field data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Field data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",33,RegenSpot,BYTE,,,,Character/combat/stat value used by this Field data/configuration table.,Use when implementing/loading Field data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",34,CanRestart,Byte,,,,"Client resource reference used by this Field data/configuration table, such as model, texture, animation, sound, or UI resource.","Client-facing resource pointer for Field data/configuration; server may only need to pass/validate it, not calculate with it.",Medium,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",35,CanTrade,BYTE,,,,On/off flag or behavior switch for this Field data/configuration table.,Use when implementing/loading Field data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",36,CanMiniHouse,BYTE,,,,On/off flag or behavior switch for this Field data/configuration table.,Use as a tunable gameplay/config value for Field data/configuration; preserve type and verify scale during runtime tests.,Medium,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",37,CanItem,BYTE,,,,Item reference or item-related value used by this Field data/configuration table.,Use as a lookup/link field when wiring Field data/configuration into server tables/services. Links to item tables such as ItemInfo / ItemInfoServer.,High,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",38,CanSkill,BYTE,,,,"Skill reference, skill requirement, or skill behavior value used by this Field data/configuration table.",Use as a lookup/link field when wiring Field data/configuration into server tables/services. Links to skill tables such as ActiveSkill / PassiveSkill / Skill data.,High,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",39,Chat,BYTE,,,,Chat value for Field data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Field data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",40,Shout,BYTE,,,,Shout value for Field data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Field data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",41,CanBooth,BYTE,,,,On/off flag or behavior switch for this Field data/configuration table.,Use when implementing/loading Field data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",42,CanProduce,BYTE,,,,On/off flag or behavior switch for this Field data/configuration table.,Use when implementing/loading Field data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",43,CanRide,BYTE,,,,On/off flag or behavior switch for this Field data/configuration table.,Use as a lookup/link field when wiring Field data/configuration into server tables/services.,Medium,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",44,CanStone,BYTE,,,,On/off flag or behavior switch for this Field data/configuration table.,Use when implementing/loading Field data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",45,CanParty,BYTE,,,,Coordinate/position value used by this Field data/configuration table.,Use when implementing/loading Field data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",46,ExpLostAtDeadByMob,WORD,,,,Monster/mob reference or monster-related value used by this Field data/configuration table.,Use as a lookup/link field when wiring Field data/configuration into server tables/services. Links to monster tables such as MobInfo / MobInfoServer / MobSpecies.,High,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",47,ExpLostAtDeadByPly,WORD,,,,Coordinate/position value used by this Field data/configuration table.,Use when implementing/loading Field data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",48,UsrSubLayer,BYTE,,,,Usr Sub Layer value for Field data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Field data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",49,CheckSum,BYTE,,,,Check Sum value for Field data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Field data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/Field.txt,Field data/configuration,TXT,"FieldList																																		;	""CanRecall에는 1을, CanSilverWingLocSet에는 0을 넣음""",50,Shine,BYTE,,,,Shine value for Field data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Field data/configuration; exact server branch depends on the file's system.,Medium,#columnname
World/ItemDropGroup.txt,drop group loot tables,TXT,ItemDropGroup																					;,1,ItemGroupIdx,Index,,,,Item reference or item-related value used by this drop group loot tables table.,Use as a lookup/link field when wiring drop group loot tables into server tables/services. Links to item tables such as ItemInfo / ItemInfoServer. Often groups multiple rows together under one table-specific group key.,High,#columnname
World/ItemDropGroup.txt,drop group loot tables,TXT,ItemDropGroup																					;,2,ItemID,String[40],,,,Item reference or item-related value used by this drop group loot tables table.,Use as a lookup/link field when wiring drop group loot tables into server tables/services. Links to item tables such as ItemInfo / ItemInfoServer. Numeric identifier used as a foreign key or lookup key.,High,#columnname
World/ItemDropGroup.txt,drop group loot tables,TXT,ItemDropGroup																					;,3,MinQtty,Word,,,,Coordinate/position value used by this drop group loot tables table.,Use as a tunable gameplay/config value for drop group loot tables; preserve type and verify scale during runtime tests.,Medium,#columnname
World/ItemDropGroup.txt,drop group loot tables,TXT,ItemDropGroup																					;,4,MaxQtty,Word,,,,Coordinate/position value used by this drop group loot tables table.,Use as a tunable gameplay/config value for drop group loot tables; preserve type and verify scale during runtime tests.,Medium,#columnname
World/ItemDropGroup.txt,drop group loot tables,TXT,ItemDropGroup																					;,5,Upgrade00,Word,,,,Upgrade 00 value for drop group loot tables. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading drop group loot tables; exact server branch depends on the file's system.,Medium,#columnname
World/ItemDropGroup.txt,drop group loot tables,TXT,ItemDropGroup																					;,6,Upgrade01,Word,,,,Upgrade 01 value for drop group loot tables. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading drop group loot tables; exact server branch depends on the file's system.,Medium,#columnname
World/ItemDropGroup.txt,drop group loot tables,TXT,ItemDropGroup																					;,7,Upgrade02,Word,,,,Upgrade 02 value for drop group loot tables. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading drop group loot tables; exact server branch depends on the file's system.,Medium,#columnname
World/ItemDropGroup.txt,drop group loot tables,TXT,ItemDropGroup																					;,8,Upgrade03,Word,,,,Upgrade 03 value for drop group loot tables. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading drop group loot tables; exact server branch depends on the file's system.,Medium,#columnname
World/ItemDropGroup.txt,drop group loot tables,TXT,ItemDropGroup																					;,9,Upgrade04,Word,,,,Upgrade 04 value for drop group loot tables. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading drop group loot tables; exact server branch depends on the file's system.,Medium,#columnname
World/ItemDropGroup.txt,drop group loot tables,TXT,ItemDropGroup																					;,10,Upgrade05,Word,,,,Upgrade 05 value for drop group loot tables. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading drop group loot tables; exact server branch depends on the file's system.,Medium,#columnname
World/ItemDropGroup.txt,drop group loot tables,TXT,ItemDropGroup																					;,11,Upgrade06,Word,,,,Upgrade 06 value for drop group loot tables. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading drop group loot tables; exact server branch depends on the file's system.,Medium,#columnname
World/ItemDropGroup.txt,drop group loot tables,TXT,ItemDropGroup																					;,12,Upgrade07,Word,,,,Upgrade 07 value for drop group loot tables. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading drop group loot tables; exact server branch depends on the file's system.,Medium,#columnname
World/ItemDropGroup.txt,drop group loot tables,TXT,ItemDropGroup																					;,13,Upgrade08,Word,,,,Upgrade 08 value for drop group loot tables. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading drop group loot tables; exact server branch depends on the file's system.,Medium,#columnname
World/ItemDropGroup.txt,drop group loot tables,TXT,ItemDropGroup																					;,14,Upgrade09,Word,,,,Upgrade 09 value for drop group loot tables. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading drop group loot tables; exact server branch depends on the file's system.,Medium,#columnname
World/ItemDropGroup.txt,drop group loot tables,TXT,ItemDropGroup																					;,15,Upgrade10,Word,,,,Upgrade 10 value for drop group loot tables. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading drop group loot tables; exact server branch depends on the file's system.,Medium,#columnname
World/ItemDropGroup.txt,drop group loot tables,TXT,ItemDropGroup																					;,16,Upgrade11,Word,,,,Upgrade 11 value for drop group loot tables. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading drop group loot tables; exact server branch depends on the file's system.,Medium,#columnname
World/ItemDropGroup.txt,drop group loot tables,TXT,ItemDropGroup																					;,17,Upgrade12,Word,,,,Upgrade 12 value for drop group loot tables. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading drop group loot tables; exact server branch depends on the file's system.,Medium,#columnname
World/ItemDropGroup.txt,drop group loot tables,TXT,ItemDropGroup																					;,18,Upgrade13,Word,,,,Upgrade 13 value for drop group loot tables. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading drop group loot tables; exact server branch depends on the file's system.,Medium,#columnname
World/ItemDropGroup.txt,drop group loot tables,TXT,ItemDropGroup																					;,19,Upgrade14,Word,,,,Upgrade 14 value for drop group loot tables. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading drop group loot tables; exact server branch depends on the file's system.,Medium,#columnname
World/ItemDropGroup.txt,drop group loot tables,TXT,ItemDropGroup																					;,20,Upgrade15,Word,,,,Upgrade 15 value for drop group loot tables. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading drop group loot tables; exact server branch depends on the file's system.,Medium,#columnname
World/ItemDropGroup.txt,drop group loot tables,TXT,ItemDropGroup																					;,21,CheckSum,DWORD,,,,Check Sum value for drop group loot tables. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading drop group loot tables; exact server branch depends on the file's system.,Medium,#columnname
World/ItemDropGroup.txt,drop group loot tables,TXT,ItemDropGroup																					;,22,;,;,,,,; value for drop group loot tables. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading drop group loot tables; exact server branch depends on the file's system.,Medium,#columnname
World/ItemDropTable.txt,drop/loot configuration,TXT,ItemGroup																																																																																																																																																																																																																																																																																																		;,1,MapArea,String[33],,,,Map/zone reference or routing value used by this drop/loot configuration table.,"Use as a lookup/link field when wiring drop/loot configuration into server tables/services. Links to map/zone tables such as MapInfo, MapLinkPoint, or MapWayPoint.",High,#columnname
World/ItemDropTable.txt,drop/loot configuration,TXT,ItemGroup																																																																																																																																																																																																																																																																																																		;,2,MobId,String[33],,,,Monster/mob reference or monster-related value used by this drop/loot configuration table.,Use as a lookup/link field when wiring drop/loot configuration into server tables/services. Links to monster tables such as MobInfo / MobInfoServer / MobSpecies. Numeric identifier used as a foreign key or lookup key.,High,#columnname
World/ItemDropTable.txt,drop/loot configuration,TXT,ItemGroup																																																																																																																																																																																																																																																																																																		;,3,MinLevel,Word,,,,Level value or level requirement/range used by this drop/loot configuration table.,Use as a tunable gameplay/config value for drop/loot configuration; preserve type and verify scale during runtime tests.,Medium,#columnname
World/ItemDropTable.txt,drop/loot configuration,TXT,ItemGroup																																																																																																																																																																																																																																																																																																		;,4,MaxLevel,Word,,,,Level value or level requirement/range used by this drop/loot configuration table.,Use as a tunable gameplay/config value for drop/loot configuration; preserve type and verify scale during runtime tests.,Medium,#columnname
World/ItemDropTable.txt,drop/loot configuration,TXT,ItemGroup																																																																																																																																																																																																																																																																																																		;,5,AbStateCnt,BYTE,,,,abnormal state State Cnt value for drop/loot configuration. Confirm exact formula/branch in server code before treating it as final.,Use as a lookup/link field when wiring drop/loot configuration into server tables/services. Links to AbState buff/debuff definitions.,High,#columnname
World/ItemDropTable.txt,drop/loot configuration,TXT,ItemGroup																																																																																																																																																																																																																																																																																																		;,6,MinCen,DWord,,,,minimum Cen value for drop/loot configuration. Confirm exact formula/branch in server code before treating it as final.,Use as a tunable gameplay/config value for drop/loot configuration; preserve type and verify scale during runtime tests.,Medium,#columnname
